champ,role,winrate,banrate,pickrate,change
Yasuo,TOP,51.75,14.58,1.75,no change
Yasuo,ADC,49.89,14.58,1.51,no change
Yone,MID,51.85,18.44,8.05,no change
Yone,TOP,49.65,18.44,2.24,no change
Yorick,MID,55.86,1.2,0.16,no change
Yorick,TOP,52.85,0.84,1.14,no change
Yuumi,SUPPORT,50.02,11.12,9.97,no change
Zac,JUNGLE,51.13,3.01,5.76,no change
Zed,MID,48.31,34.73,10.14,no change
Ziggs,ADC,55.14,0.13,0.4,buff
Ziggs,MID,48.12,0.13,1.0,buff
Zilean,SUPPORT,51.56,1.4,3.88,no change
Zilean,MID,51.98,1.4,0.54,no change
Zoe,MID,48.36,2.52,3.97,no change
Zyra,SUPPORT,53.2,1.17,3.49,no change
