champ,role,winrate,banrate,pickrate,change
Xayah,ADC,52.38,0.49,6.73,no change
Xerath,,0.0,0.0,0.0,no change
Xin Zhao,JUNGLE,56.9,2.0,4.93,no change
Yasuo,MID,52.78,7.34,4.89,no change
Yone,MID,50.68,22.17,7.71,no change
Yone,TOP,40.0,22.17,2.47,no change
Yorick,TOP,50.0,11.45,5.35,tweak
Yuumi,SUPPORT,53.16,8.98,8.25,no change
Zac,JUNGLE,69.23,0.73,2.12,buff
Zed,MID,57.63,19.36,7.74,buff
Ziggs,,0.0,0.0,0.0,no change
Zilean,,0.0,0.0,0.0,no change
Zoe,MID,54.17,4.19,5.1,no change
Zyra,,0.0,0.0,0.0,no change
