champ,role,winrate,banrate,pickrate,change
Xayah,ADC,50.04,0.56,7.0,no change
Xerath,MID,49.41,3.75,2.68,no change
Xerath,SUPPORT,50.9,3.75,4.08,no change
Xin Zhao,JUNGLE,52.02,18.65,7.48,no change
Yasuo,MID,51.51,18.92,9.61,no change
Yasuo,TOP,52.25,18.92,2.25,no change
Yasuo,ADC,52.66,18.92,1.81,no change
Yone,MID,50.84,12.64,7.91,buff
Yone,TOP,52.07,12.64,3.2,buff
Yorick,MID,54.07,1.05,0.2,no change
Yorick,TOP,49.94,0.87,1.64,no change
Yuumi,SUPPORT,47.97,21.51,10.51,buff
Zac,JUNGLE,49.02,2.58,4.51,no change
Zed,MID,48.53,35.83,10.16,tweak
Ziggs,ADC,51.34,9.37,5.92,no change
Ziggs,MID,50.33,9.37,1.77,no change
Zilean,SUPPORT,52.76,1.37,3.44,no change
Zilean,MID,52.43,1.37,0.51,no change
Zoe,MID,48.93,1.3,3.13,buff
Zyra,SUPPORT,54.51,1.61,3.94,no change
